cycle,task,method,instances,features,classes,accuracy,f1,optimization_time,prediction_time,no_features,best_trial
0,data/standardized/c_post-operative.csv,Baseline,87,8,3,0.45454545454545453,0.3125,4.76837158203125e-07,0.11197161674499512,8,0
0,data/standardized/c_post-operative.csv,Tree Based Filter,87,8,3,0.7272727272727273,0.42105263157894735,0.10298275947570801,0.10704278945922852,4,0
0,data/standardized/c_post-operative.csv,Tree Based Weighting,87,8,3,0.7272727272727273,0.42105263157894735,0.10298275947570801,0.10866308212280273,4,0
0,data/standardized/c_post-operative.csv,L1 Filter,87,8,3,0.45454545454545453,0.3125,0.002813100814819336,0.10661888122558594,8,0
0,data/standardized/c_post-operative.csv,ReliefF,87,8,3,0.45454545454545453,0.3125,0.005172014236450195,0.10682010650634766,6,0
0,data/standardized/c_post-operative.csv,ReliefF Weighting,87,8,3,0.5,0.33333333333333337,0.005172014236450195,0.10926389694213867,6,0
0,data/standardized/c_post-operative.csv,Forward Selection,87,8,3,0.7727272727272727,0.4358974358974359,1.6981282234191895,0.10698986053466797,1,0
0,data/standardized/c_post-operative.csv,Backwards Selection,87,8,3,0.5,0.33333333333333337,2.2316994667053223,0.10727190971374512,6,0
0,data/standardized/c_post-operative.csv,Stepwise Selection,87,8,3,0.45454545454545453,0.37142857142857133,1.6993155479431152,0.10705971717834473,3,0
0,data/standardized/c_post-operative.csv,Bayesian Selection,87,8,3,0.7272727272727273,0.42105263157894735,25.657828330993652,0.10720372200012207,2,0
0,data/standardized/c_post-operative.csv,Bayesian Weighting,87,8,3,0.6363636363636364,0.3888888888888889,65.85251045227051,0.11062836647033691,8,3
0,data/standardized/c_votes.csv,Baseline,435,16,2,0.9174311926605505,0.9139247170307976,2.384185791015625e-07,0.11068344116210938,16,0
0,data/standardized/c_votes.csv,Tree Based Filter,435,16,2,0.926605504587156,0.9231853417899929,0.10922741889953613,0.10930943489074707,8,0
0,data/standardized/c_votes.csv,Tree Based Weighting,435,16,2,0.944954128440367,0.9423890063424947,0.10922741889953613,0.11219573020935059,8,0
0,data/standardized/c_votes.csv,L1 Filter,435,16,2,0.944954128440367,0.9423890063424947,0.003098011016845703,0.1086282730102539,2,0
0,data/standardized/c_votes.csv,ReliefF,435,16,2,0.9541284403669725,0.9513609995537706,0.02043294906616211,0.1092064380645752,12,0
0,data/standardized/c_votes.csv,ReliefF Weighting,435,16,2,0.963302752293578,0.9609038737446198,0.02043294906616211,0.11354565620422363,12,0
0,data/standardized/c_votes.csv,Forward Selection,435,16,2,0.944954128440367,0.9423890063424947,5.159700870513916,0.10916924476623535,2,0
0,data/standardized/c_votes.csv,Backwards Selection,435,16,2,0.944954128440367,0.9418976545842218,6.248169422149658,0.1090850830078125,13,0
0,data/standardized/c_votes.csv,Stepwise Selection,435,16,2,0.944954128440367,0.9413558106169297,8.604455471038818,0.10917472839355469,6,0
0,data/standardized/c_votes.csv,Bayesian Selection,435,16,2,0.963302752293578,0.9609038737446198,30.06881880760193,0.10921669006347656,8,13
0,data/standardized/c_votes.csv,Bayesian Weighting,435,16,2,0.963302752293578,0.9609038737446198,79.03054690361023,0.11512351036071777,16,77
0,data/standardized/c_ionosphere.csv,Baseline,351,34,2,0.8522727272727273,0.7933152664859981,0.0,0.10863232612609863,34,0
0,data/standardized/c_ionosphere.csv,Tree Based Filter,351,34,2,0.7386363636363636,0.5252169833450622,0.13083457946777344,0.10877823829650879,17,0
0,data/standardized/c_ionosphere.csv,Tree Based Weighting,351,34,2,0.7613636363636364,0.5888765294771969,0.13083457946777344,0.1147761344909668,17,0
0,data/standardized/c_ionosphere.csv,L1 Filter,351,34,2,0.875,0.8307396397971674,0.0030736923217773438,0.10777902603149414,4,0
0,data/standardized/c_ionosphere.csv,ReliefF,351,34,2,0.8636363636363636,0.812366737739872,0.019304752349853516,0.10859227180480957,25,0
0,data/standardized/c_ionosphere.csv,ReliefF Weighting,351,34,2,0.8636363636363636,0.812366737739872,0.019304752349853516,0.11752510070800781,25,0
0,data/standardized/c_ionosphere.csv,Forward Selection,351,34,2,0.8863636363636364,0.8484848484848484,14.556998014450073,0.10821151733398438,3,0
0,data/standardized/c_ionosphere.csv,Backwards Selection,351,34,2,0.8522727272727273,0.7933152664859981,10.628740787506104,0.10874223709106445,32,0
0,data/standardized/c_ionosphere.csv,Stepwise Selection,351,34,2,0.8522727272727273,0.7933152664859981,10.934241771697998,0.10865378379821777,15,0
0,data/standardized/c_ionosphere.csv,Bayesian Selection,351,34,2,0.8295454545454546,0.7529477821448625,38.80820655822754,0.10882711410522461,24,15
0,data/standardized/c_ionosphere.csv,Bayesian Weighting,351,34,2,0.8636363636363636,0.812366737739872,106.40548467636108,0.12109899520874023,34,116
0,data/standardized/c_liver-disorder.csv,Baseline,345,5,16,0.2988505747126437,0.07490981240981241,0.0,0.1084294319152832,5,0
0,data/standardized/c_liver-disorder.csv,Tree Based Filter,345,5,16,0.22988505747126436,0.04748528624933119,0.1289050579071045,0.10847234725952148,3,0
0,data/standardized/c_liver-disorder.csv,Tree Based Weighting,345,5,16,0.21839080459770116,0.03479853479853481,0.1289050579071045,0.10984015464782715,3,0
0,data/standardized/c_liver-disorder.csv,L1 Filter,345,5,16,0.2988505747126437,0.07490981240981241,0.0031108856201171875,0.10791015625,5,0
0,data/standardized/c_liver-disorder.csv,ReliefF,345,5,16,0.2413793103448276,0.045138888888888895,0.014494180679321289,0.10815978050231934,3,0
0,data/standardized/c_liver-disorder.csv,ReliefF Weighting,345,5,16,0.27586206896551724,0.06331264775413711,0.014494180679321289,0.1096491813659668,3,0
0,data/standardized/c_liver-disorder.csv,Forward Selection,345,5,16,0.20689655172413793,0.039443346508563897,1.6087367534637451,0.10840892791748047,2,0
0,data/standardized/c_liver-disorder.csv,Backwards Selection,345,5,16,0.3103448275862069,0.09946317299258474,0.964012861251831,0.10828590393066406,4,0
0,data/standardized/c_liver-disorder.csv,Stepwise Selection,345,5,16,0.20689655172413793,0.039443346508563897,2.141780376434326,0.10839676856994629,2,0
0,data/standardized/c_liver-disorder.csv,Bayesian Selection,345,5,16,0.20689655172413793,0.039443346508563897,24.331854581832886,0.10863375663757324,2,0
0,data/standardized/c_liver-disorder.csv,Bayesian Weighting,345,5,16,0.27586206896551724,0.063441712926249,61.810346603393555,0.11055278778076172,5,64
0,data/standardized/c_wine.csv,Baseline,178,13,3,1.0,1.0,2.384185791015625e-07,0.10732793807983398,13,0
